date,close,high,low,open,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MFI,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA
2015-04-07 00:00:00+05:30,434.12,436.5,421.03,427.5,184490,416.608,406.57999999999976,405.34066666666683,407.89150000000006,419.50831357058235,412.863334058845,411.0693519743729,410.3932157838769,439.92113243646224,416.608,393.29486756353776,411.08051521739134,411.3815009350476,411.81658614397014,416.38789648772683,339.22,416.2222222222214,403.6149999999995,403.2926363636368,60.14856763190719,29.50200723227315,23.727598307662568,-6.121153846153732,113.72375036971367,162.75453436465327,239.51814163663386,6.644979510482017,9.115097737099859,2.4701997007794603,0.6687910117184401,2.4228103237002756,50.11598262822004,32.06999999999999,23.360000000000014,-0.06999999999999318,9.579221041472085,7.976619823405051,-0.016121974250904447,-1.48546040872326,68.67205538513993,80.98486508166533,87.18725217176791,77.12985062862417,94.09868584180512,87.18725217176791,100.0,100.0,53.806453321958756,-5.131522207848201,13.078931445551984,15.470000000000027,430.55,16.321339768912257,-0.11234400642253277
2015-04-08 00:00:00+05:30,448.92,453.0,428.56,434.12,188240,426.39799999999997,411.54199999999975,408.56800000000015,409.2630000000001,429.3122090470549,419.41909150269134,415.8006829775763,414.06243332826955,454.21741020223345,426.39799999999997,398.5785897977665,411.9536684782609,423.77393013152823,414.07220071885524,417.4711362743976,339.22,425.3666666666659,408.5893333333328,403.50527272727317,65.86502364395122,32.862501941183,24.686480238401685,-3.8491666666665196,123.69346670990593,166.30403616185146,229.37467385632218,9.893117543526671,15.249775685714951,5.356724795540174,1.7318226178763325,5.199413140160402,48.586039205826296,49.620000000000005,48.410000000000025,27.430000000000007,12.238417881341102,12.426746806912092,6.507864955277709,-0.9306945854892692,74.40320822206927,86.39910779349344,92.19154989535771,85.89394667114924,92.44584336234034,92.19154989535771,100.0,100.0,61.43098061041803,-6.488549618320587,13.89043634229827,24.439999999999998,443.49333333333334,16.902700293763136,-0.05878556366339533
2015-04-09 00:00:00+05:30,450.47,469.9,440.01,454.2,535180,434.32199999999995,416.90799999999973,411.7066666666668,410.8740000000001,436.36480603136994,425.06471122947477,420.1343476053793,417.52982063033915,462.48114032779176,434.32199999999995,406.1628596722081,413.0795134057971,434.20503958386314,416.9751266841294,418.8057696179573,339.22,434.76222222222145,414.8619999999994,404.40745454545504,71.18466622191282,36.7012681213837,25.969248269318957,-1.343397435897316,109.11417377148727,145.97785746723255,201.1822775633781,11.300094801337252,18.834985378983845,7.534945107323381,2.59890332253849,7.439208359436407,62.34246400137123,53.660000000000025,47.08000000000004,32.22000000000003,9.64342217354266,13.522844686373837,7.703526598924104,-0.3236250452460169,74.92067281086427,86.84735075381829,85.34419817692623,88.24100008135059,69.48806532663322,85.34419817692623,100.0,100.0,57.07281599306009,-24.354474805715665,15.033262317848394,29.889999999999986,453.46000000000004,17.555275799440214,0.09948679790405449
2015-04-10 00:00:00+05:30,452.21,459.8,447.88,453.0,324510,441.9619999999999,422.64699999999965,414.8666666666668,412.821,441.6465373542466,430.0002182786612,424.14380415470686,420.83269485602113,463.99337181385795,441.9619999999999,419.9306281861418,414.31023012820515,442.2072442132573,420.99573326783894,420.53597856912484,339.22,443.5822222222214,421.9399999999994,406.0262727272733,75.4403802842821,40.15615768356433,27.187877898690367,2.486153846153968,74.43175587825228,112.10974625661244,148.91561717168278,11.646319075213512,20.813842483527537,9.167568020248211,3.306188602746772,9.248059789245985,54.49050968113477,57.389999999999986,47.39999999999998,38.94,9.226830269800246,14.535737804569159,9.422411498536064,0.5980804799448104,75.51898352437345,87.38091113581652,76.47184211201079,84.66919672809821,67.48161764705881,76.47184211201079,100.0,100.0,57.19676914273554,-22.173477061920284,14.81088643800208,11.920000000000016,453.2966666666667,18.44906210305003,0.07536033654835513
2015-04-13 00:00:00+05:30,445.38,452.21,442.0,452.21,300820,446.2199999999999,427.6189999999997,417.65533333333343,414.39250000000004,442.8910249028311,432.79654222799553,426.7983286353685,423.170533441162,459.13040510597466,446.2199999999999,433.30959489402517,415.8301883699634,443.1217867828367,422.777838480079,421.6601141713276,339.22,448.1299999999992,429.0879999999993,408.2648181818187,72.97165882864161,41.78253245756252,27.986162868050492,6.057115384615486,10.500138159712822,70.49593320377174,100.30665440049074,10.094482674587596,19.720491451870487,9.626045275785657,3.6234895852599607,10.01501678081479,54.74994854656816,49.71999999999997,41.829999999999984,31.430000000000007,5.0201608149213595,12.566344841530608,7.5927044329025195,1.455458721107572,68.60074011359153,73.92730752119664,62.265250712259274,74.69376366706541,49.82606916308578,62.265250712259274,0.0,66.66666666666667,56.11837697151134,-31.516709511568116,14.482251692430504,10.20999999999998,446.53000000000003,19.714990569069542,0.3176072216123437
2015-04-15 00:00:00+05:30,445.6,448.98,437.7,445.5,383270,448.5159999999999,432.5619999999997,420.5586666666668,416.1345,443.7940166018874,435.1244436410873,429.1485375559474,425.3066731134323,453.87991797107753,448.5159999999999,443.1520820289223,417.2086936150057,443.8345418514921,424.8357698996033,422.70302263695856,339.22,449.2055555555547,435.6709999999993,411.11900000000054,67.00390965089647,42.21795557190356,28.49044415334712,9.738782051282158,-65.35989579996897,50.17876259922878,78.42607257447109,8.66957296063481,18.48734348192272,9.81780038225213,3.838097034686939,10.519327622860828,55.16426552782724,49.43000000000001,43.55000000000001,34.84000000000003,2.644430111489915,12.476966958628877,8.481838543188246,2.3370344390502282,68.70020455823297,74.07424998324102,52.842281670144985,63.85979149813833,41.21915820029035,52.842281670144985,1.437712418248079,33.8125708060827,55.818255541804916,-31.233933161953686,14.25351942868547,11.28000000000003,444.0933333333334,20.994958238811723,0.3901976531846124
2015-04-16 00:00:00+05:30,458.5,460.5,437.5,447.23,104480,450.4319999999999,438.4149999999997,424.50533333333345,419.034,448.6960110679249,439.37454479725324,432.817470361454,428.46794234072445,460.1119289253803,450.4319999999999,440.7520710746195,418.3052319060251,448.3149278502714,431.52011610882175,424.805282085822,339.22,448.9699999999992,441.3083333333326,414.63790909090966,65.53638456683217,43.491388656240886,29.25128314883214,14.040448717948891,40.914473525218504,70.88567540084115,90.27896302544455,9.321466270561473,20.228068722845535,10.906626883017339,4.346231538879863,11.823624406539523,59.83996756873835,58.52999999999997,59.19999999999999,57.99000000000001,2.134010514122786,14.633597519813968,14.479039224988144,3.3617708100230237,73.91753953483403,81.18154533665385,51.953347392730336,55.686959925044846,64.81481481481485,51.953347392730336,76.85186983962424,26.096527419290776,60.25780137684934,-14.652956298200493,14.878268040922222,23.0,452.1666666666667,22.072865791650607,0.29251995198620545
2015-04-17 00:00:00+05:30,452.95,460.51,444.13,458.0,187220,450.9279999999999,442.6249999999997,428.2480000000001,421.512,450.11400737861663,441.84280937957084,435.3340365662723,430.7995668797031,460.81678475852453,450.9279999999999,441.03921524147523,419.1778460591134,449.22732873552934,434.6305794144351,425.2961052885648,339.22,449.96888888888805,445.3966666666659,418.54445454545504,64.36490851192323,44.63818942435563,29.974314212627633,17.56211538461548,53.01599294799087,65.71899464359268,80.03311988153689,8.271197998972298,19.314440496010207,11.04326248517657,4.53158526495065,12.268032149802991,65.66170269469619,42.099999999999966,56.139999999999986,49.56,0.5505361067329684,10.247048801265656,12.285877190807915,4.192832750402442,68.61805553454495,71.53861983737981,57.726230900732595,54.17395332120262,67.14471968709255,57.726230900732595,0.2502863794361081,26.179956212436142,58.0567832317963,-22.27332457293035,14.985534609427777,16.379999999999995,452.53,22.850155515043625,-0.05246066063390334
2015-04-20 00:00:00+05:30,455.83,459.4,443.87,447.29,190990,451.6519999999999,446.8069999999997,432.3153333333334,424.063,452.0193382524111,444.38593494692157,437.8960319954883,433.1834176530647,462.31034058380567,451.6519999999999,440.9936594161941,419.77489162561585,450.52155739660805,437.7783522736808,426.10713880788467,339.22,452.64555555555467,448.2849999999993,422.76336363636415,63.1037213370431,45.59997614216442,30.644880036107388,20.771730769230828,64.28589635747181,65.50091377305155,73.29278085061526,7.633403305440538,18.835920597410848,11.202533645473238,4.710090473507364,12.706151810196843,65.81819469341606,41.81999999999999,61.00999999999999,51.01999999999998,0.8005130359788559,10.101205284896508,12.603443590820373,4.942052260488027,69.82695292845179,73.41160795730734,70.54018381701998,60.07325403682762,79.6610169491525,70.54018381701998,23.062988044294176,33.388381421118176,57.49623077671689,-18.586525759577274,15.024424994468648,15.529999999999973,453.0333333333333,23.190315786342566,0.2790053043136021
2015-04-21 00:00:00+05:30,437.34,455.0,413.93,450.5,1257380,450.04399999999987,448.1319999999997,435.0940000000001,425.75249999999994,447.1262255016074,443.10485586566307,437.8265279960522,433.5792826384871,465.39502133411304,450.04399999999987,434.6929786658867,420.36081814449926,450.1365200024148,437.75212794202713,426.19364958881937,339.22,452.2722222222214,449.6319999999993,427.0190909090914,57.6346083998215,41.28151924754998,29.734731800549202,22.05346153846159,-130.30381831578114,-113.97691746202284,6.3277618266341396,4.02136963591164,13.546942861829905,9.525586605771196,4.245036972263449,11.429622748565862,49.602174103331656,13.25,41.67999999999995,33.789999999999964,-1.8052000538865687,3.124336815298645,8.373187956882667,5.235472542964688,55.14070079394986,49.50698436278343,65.6877859776463,64.6514002317996,50.25762129669381,65.6877859776463,0.0,7.771091474576759,60.30620255046034,-44.16112844161131,16.94410892343517,41.89999999999998,435.42333333333335,23.14132418481408,0.9872557025463822
